#1
double Internals(8761, 4)
0	599.7631934003726	599.7631934003726	128.52068430007984
3600	599.7631934003726	599.7631934003726	128.52068430007984
7200	599.7631934003726	599.7631934003726	128.52068430007984
10800	599.7631934003726	599.7631934003726	128.52068430007984
14400	599.7631934003726	599.7631934003726	128.52068430007984
18000	599.7631934003726	599.7631934003726	128.52068430007984
21600	599.7631934003726	599.7631934003726	128.52068430007984
25200	479.81055472029806	479.81055472029806	642.6034215003991
28800	359.85791604022353	359.85791604022353	1285.2068430007982
32400	239.90527736014903	239.90527736014903	642.6034215003991
36000	239.90527736014903	239.90527736014903	642.6034215003991
39600	239.90527736014903	239.90527736014903	642.6034215003991
43200	359.85791604022353	359.85791604022353	1285.2068430007982
46800	479.81055472029806	479.81055472029806	1285.2068430007982
50400	359.85791604022353	359.85791604022353	642.6034215003991
54000	239.90527736014903	239.90527736014903	642.6034215003991
57600	239.90527736014903	239.90527736014903	642.6034215003991
61200	359.85791604022353	359.85791604022353	1285.2068430007982
64800	479.81055472029806	479.81055472029806	1285.2068430007982
68400	479.81055472029806	479.81055472029806	1285.2068430007982
72000	479.81055472029806	479.81055472029806	1285.2068430007982
75600	479.81055472029806	479.81055472029806	642.6034215003991
79200	599.7631934003726	599.7631934003726	642.6034215003991
82800	599.7631934003726	599.7631934003726	642.6034215003991
86400	599.7631934003726	599.7631934003726	128.52068430007984
90000	599.7631934003726	599.7631934003726	128.52068430007984
93600	599.7631934003726	599.7631934003726	128.52068430007984
97200	599.7631934003726	599.7631934003726	128.52068430007984
100800	599.7631934003726	599.7631934003726	128.52068430007984
104400	599.7631934003726	599.7631934003726	128.52068430007984
108000	599.7631934003726	599.7631934003726	128.52068430007984
111600	479.81055472029806	479.81055472029806	642.6034215003991
115200	359.85791604022353	359.85791604022353	1285.2068430007982
118800	239.90527736014903	239.90527736014903	642.6034215003991
122400	239.90527736014903	239.90527736014903	642.6034215003991
126000	239.90527736014903	239.90527736014903	642.6034215003991
129600	359.85791604022353	359.85791604022353	1285.2068430007982
